"","date","artist","track","album"
"15352",2019-08-26 17:31:46,"Dark Tranquillity","Misery's Crown","Fiction"
"15353",2019-08-26 17:27:13,"Dark Tranquillity","Icipher","Fiction"
"15354",2019-08-26 17:23:16,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15355",2019-08-26 17:19:36,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15356",2019-08-26 17:14:36,"Lamb of God","Walk With Me In Hell","Sacrament"
"15357",2019-08-26 17:10:58,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"15358",2019-08-26 17:07:31,"Lamb of God","512","VII: Sturm Und Drang"
"15359",2019-08-26 17:07:19,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15360",2019-08-26 17:02:14,"Lamb of God","512","VII: Sturm Und Drang"
"15361",2019-08-26 03:41:41,"Machine Head","Is There Anybody Out There?","Is There Anybody Out There?"
"15362",2019-08-26 03:38:48,"Killswitch Engage","Holy Diver","As Daylight Dies (Special Edition)"
"15363",2019-08-26 03:34:45,"Lamb of God","Requiem","Sacrament"
"15364",2019-08-26 03:31:17,"Lamb of God","512","VII: Sturm Und Drang"
"15365",2019-08-26 03:26:56,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15366",2019-08-26 03:23:59,"Dark Tranquillity","Lost to Apathy","Character"
"15367",2019-08-26 03:20:42,"Dark Tranquillity","The Wonders at Your Feet - remastered version 2009","Haven (re-issue + Bonus)"
"15368",2019-08-26 03:16:28,"Dark Tranquillity","Misery's Crown","Fiction"
"15369",2019-08-26 03:14:01,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15370",2019-08-26 03:10:38,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15371",2019-08-26 03:06:38,"Eskimo Callboy","Best Day","Best Day"
"15372",2019-08-25 13:29:07,"Motionless in White","Brand New Numb","Disguise"
"15373",2019-08-25 13:25:08,"Eskimo Callboy","Best Day","Best Day"
"15374",2019-08-25 13:21:40,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15375",2019-08-25 13:17:09,"Eskimo Callboy","Prom Night","Eskimo Callboy 2010"
"15376",2019-08-25 13:03:12,"Eskimo Callboy","Best Day","Best Day"
"15377",2019-08-25 13:03:12,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15378",2019-08-25 12:59:44,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15379",2019-08-25 12:54:04,"Disturbed","Deceiver","Indestructible (Deluxe Edition)"
"15380",2019-08-25 12:54:03,"Disturbed","The Night","Indestructible (Deluxe Edition)"
"15381",2019-08-25 12:50:14,"Disturbed","Deceiver","Indestructible (Deluxe Edition)"
"15382",2019-08-25 12:46:04,"Disturbed","Are You Ready","Evolution"
"15383",2019-08-25 12:42:26,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15384",2019-08-25 12:40:09,"Disturbed","No More","Evolution"
"15385",2019-08-25 12:36:09,"Disturbed","The Vengeful One","Immortalized"
"15386",2019-08-25 12:32:31,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15387",2019-08-24 18:42:50,"Lamb of God","Redneck","Sacrament"
"15388",2019-08-24 18:28:50,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"15389",2019-08-24 18:23:10,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15390",2019-08-24 16:52:32,"Tool","Sober","Undertow"
"15391",2019-08-24 16:25:36,"Tool","Forty Six & 2","Ænima"
"15392",2019-08-24 01:49:07,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15393",2019-08-24 01:45:22,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15394",2019-08-24 01:43:08,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15395",2019-08-24 01:38:37,"Tool","Vicarious","10,000 Days"
"15396",2019-08-24 01:31:35,"Tool","Sober","Undertow"
"15397",2019-08-22 19:52:58,"Asking Alexandria","Not the American Average","Stand Up And Scream"
"15398",2019-08-22 19:50:01,"Eskimo Callboy","VIP","The Scene"
"15399",2019-08-22 19:46:02,"Eskimo Callboy","Best Day","Best Day"
"15400",2019-08-22 19:42:34,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15401",2019-08-22 19:38:31,"Dark Tranquillity","Ego Drama - remastered version 2009","Haven (re-issue + Bonus)"
"15402",2019-08-22 19:34:34,"Dark Tranquillity","Fabric - remastered version 2009","Haven (re-issue + Bonus)"
"15403",2019-08-22 19:31:23,"Dark Tranquillity","The Same - remastered version 2009","Haven (re-issue + Bonus)"
"15404",2019-08-22 19:27:51,"Dark Tranquillity","Haven - remastered version 2009","Haven (re-issue + Bonus)"
"15405",2019-08-22 19:24:26,"Dark Tranquillity","Feast of Burden - remastered version 2009","Haven (re-issue + Bonus)"
"15406",2019-08-22 19:20:51,"Dark Tranquillity","Indifferent Suns - remastered version 2009","Haven (re-issue + Bonus)"
"15407",2019-08-22 19:17:13,"Dark Tranquillity","Not Built to Last - remastered version 2009","Haven (re-issue + Bonus)"
"15408",2019-08-22 19:14:12,"Dark Tranquillity","The Wonders at Your Feet - remastered version 2009","Haven (re-issue + Bonus)"
"15409",2019-08-22 19:12:11,"Different Heaven","Safe & Sound","NCS: The Best of 2016"
"15410",2019-08-22 19:09:11,"Capital Cities","Safe and Sound","In a Tidal Wave of Mystery (Deluxe Edition)"
"15411",2019-08-22 19:03:50,"Alan Walker","All Falls Down (feat. Juliander)","All Falls Down (feat. Juliander)"
"15412",2019-08-22 18:59:02,"KMFDM","Kunst","Kunst"
"15413",2019-08-22 18:52:05,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15414",2019-08-22 18:47:53,"Hollywood Undead","Undead","Swan Songs"
"15415",2019-08-22 18:43:56,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15416",2019-08-22 18:38:54,"Disturbed","Land of Confusion","Ten Thousand Fists"
"15417",2019-08-22 18:35:50,"Disturbed","Land of Confusion","Ten Thousand Fists"
"15418",2019-08-22 18:32:19,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15419",2019-08-22 18:28:05,"Disturbed","No More","Evolution (Deluxe Edition)"
"15420",2019-08-22 18:25:15,"Disturbed","Are You Ready","Evolution (Deluxe Edition)"
"15421",2019-08-22 18:22:27,"Disturbed","Down With the Sickness","The Sickness"
"15422",2019-08-22 18:22:15,"Disturbed","Stricken","Ten Thousand Fists"
"15423",2019-08-22 18:17:49,"Disturbed","Down With the Sickness","The Sickness"
"15424",2019-08-22 06:33:33,"Carmanah","Roots","Speak in Rhythms"
"15425",2019-08-22 06:18:53,"Carmanah","Roots","Speak in Rhythms"
"15426",2019-08-21 06:29:07,"Carmanah","Roots","Speak in Rhythms"
"15427",2019-08-21 02:21:52,"The Beaches","Want What You Got","The Professional"
"15428",2019-08-21 02:17:37,"Carmanah","You Deserve More","Speak in Rhythms"
"15429",2019-08-21 02:13:55,"Carmanah","Roots","Roots"
"15430",2019-08-21 02:09:23,"Carmanah","Roots","Roots"
"15431",2019-08-21 02:04:49,"Carmanah","Roots","Speak in Rhythms"
"15432",2019-08-20 23:46:17,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"15433",2019-08-20 23:42:20,"Green Day","Wake Me Up When September Ends","American Idiot"
"15434",2019-08-20 23:37:52,"Green Day","American Idiot","American Idiot"
"15435",2019-08-20 23:35:08,"Linkin Park","Numb","Meteora"
"15436",2019-08-20 23:32:14,"Framing Hanley","Rollercoaster","The Sum of Who We Are"
"15437",2019-08-20 23:29:18,"David Guetta","Titanium (feat. Sia)","Nothing But The Beat (Ultimate Edition)"
"15438",2019-08-20 04:05:46,"Green Day","Know Your Enemy","21st Century Breakdown"
"15439",2019-08-20 04:02:55,"Green Day","Whatsername (feat. John Gallagher Jr.)","American Idiot - The Original Broadway Cast Recording Featuring Green Day"
"15440",2019-08-20 03:56:13,"Green Day","Still Breathing","Revolution Radio"
"15441",2019-08-20 03:51:25,"Green Day","21 Guns","21st Century Breakdown"
"15442",2019-08-20 02:15:23,"Instant Remedy","Commando (V2)","Instant Remedy"
"15443",2019-08-20 01:29:14,"Instant Remedy","Last Ninja: The Wastelands (club version)","Instant Remedy"
"15444",2019-08-20 01:24:51,"Instant Remedy","Flimbo's Quest","Instant Remedy"
"15445",2019-08-20 00:25:47,"Thousand Foot Krutch","Be Somebody","The End Is Where We Begin"
"15446",2019-08-20 00:21:25,"Rammstein","Mein Herz brennt","Mutter"
"15447",2019-08-20 00:14:54,"Avenged Sevenfold","Hail to the King","Hail To The King"
"15448",2019-08-20 00:11:11,"Breaking Benjamin","Breath","Phobia (Explicit Version)"
"15449",2019-08-20 00:07:31,"Trivium","Endless Night","The Sin And The Sentence"
"15450",2019-08-20 00:03:28,"Serj Tankian","Empty Walls","Elect the Dead (Deluxe)"
"15451",2019-08-19 23:59:10,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15452",2019-08-19 23:58:47,"Pantera","Walk","Vulgar Display of Power"
"15453",2019-08-19 23:54:38,"Pantera","Walk","Vulgar Display of Power"
"15454",2019-08-19 23:50:14,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15455",2019-08-19 23:47:10,"Dark Tranquillity","The Wonders at Your Feet - remastered version 2009","Haven (re-issue + Bonus)"
"15456",2019-08-19 23:43:22,"Dark Tranquillity","Lost to Apathy","Character"
"15457",2019-08-19 23:40:39,"Rammstein","Deutschland","Deutschland"
"15458",2019-08-19 23:40:27,"Deftones","My Own Summer (Shove It)","Around the Fur"
"15459",2019-08-19 23:35:18,"Rammstein","Deutschland","Deutschland"
"15460",2019-08-19 22:21:38,"Rammstein","Deutschland","Deutschland"
"15461",2019-08-19 22:18:19,"Slipknot","Duality","Vol. 3: The Subliminal Verses [Special Package]"
"15462",2019-08-19 22:13:30,"Lamb of God","Laid to Rest","Ashes of the Wake"
"15463",2019-08-19 22:10:34,"Lamb of God","512","VII: Sturm Und Drang"
"15464",2019-08-19 22:06:58,"Green Day","Know Your Enemy","21st Century Breakdown"
"15465",2019-08-19 22:03:59,"Green Day","American Idiot","American Idiot"
"15466",2019-08-19 22:00:50,"Bowling for Soup","Don't Be A Dick","Drunk Dynasty"
"15467",2019-08-19 21:55:47,"Tristam","Truth","Monstercat 010 - Conquest"
"15468",2019-08-19 21:52:28,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15469",2019-08-19 21:48:09,"Battle Beast","King For A Day","Bringer Of Pain"
"15470",2019-08-19 21:42:14,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"15471",2019-08-19 17:57:38,"Accept","Life's A Bitch","Life's a Bitch"
"15472",2019-08-19 17:57:30,"Parkway Drive","In Blood","Reverence"
"15473",2019-08-19 17:53:09,"Parkway Drive","In Blood","Reverence"
"15474",2019-08-19 17:49:21,"Parkway Drive","Shadow Boxing","Reverence"
"15475",2019-08-19 17:45:52,"Parkway Drive","Chronos","Reverence"
"15476",2019-08-19 17:39:54,"Parkway Drive","Prey","Reverence"
"15477",2019-08-19 17:34:52,"Parkway Drive","Wishing Wells","Reverence"
"15478",2019-08-19 15:06:40,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15479",2019-08-19 14:59:11,"Tool","Sober","Undertow"
"15480",2019-08-19 14:53:20,"Tool","Forty Six & 2","Ænima"
"15481",2019-08-19 14:47:12,"Tool","The Pot","10,000 Days"
"15482",2019-08-19 14:31:10,"Iron Maiden","Aces High - 2015 Remaster","Powerslave (2015 Remaster)"
"15483",2019-08-19 14:28:12,"Iron Maiden","Aces High - 2015 Remaster","Powerslave (2015 Remaster)"
"15484",2019-08-19 14:23:05,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time (2015 Remaster)"
"15485",2019-08-19 14:22:40,"Iron Maiden","2 Minutes To Midnight - 2015 Remaster","Powerslave (2015 Remaster)"
"15486",2019-08-19 14:04:28,"Iron Maiden","Wasting Love - 2015 Remaster","Fear Of The Dark (2015 Remaster)"
"15487",2019-08-19 13:57:43,"Iron Maiden","2 Minutes To Midnight - 2015 Remaster","Powerslave (2015 Remaster)"
"15488",2019-08-19 05:43:58,"Iron Maiden","2 Minutes To Midnight - 2015 Remaster","Powerslave (2015 Remaster)"
"15489",2019-08-19 05:38:21,"Iron Maiden","Aces High - 2015 Remaster","Powerslave (2015 Remaster)"
"15490",2019-08-19 05:33:11,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time (2015 Remaster)"
"15491",2019-08-19 05:27:19,"Iron Maiden","Wasting Love - 2015 Remaster","Fear Of The Dark (2015 Remaster)"
"15492",2019-08-19 05:21:17,"Iron Maiden","2 Minutes To Midnight - 2015 Remaster","Powerslave (2015 Remaster)"
"15493",2019-08-19 05:17:51,"Eskimo Callboy","We Are the Mess","We Are the Mess"
"15494",2019-08-19 05:17:51,"Bury Tomorrow","Earthbound","Earthbound"
"15495",2019-08-19 05:14:40,"Eskimo Callboy","We Are the Mess","We Are the Mess"
"15496",2019-08-19 05:10:51,"Architects","A Match Made In Heaven","All Our Gods Have Abandoned Us"
"15497",2019-08-19 05:06:44,"Imminence","Broken Love","This Is Goodbye"
"15498",2019-08-19 05:02:38,"Eskimo Callboy","Best Day","Best Day"
"15499",2019-08-19 04:58:46,"Rita Ora","Anywhere","Phoenix (Deluxe)"
"15500",2019-08-19 04:52:23,"Lamb of God","Blood Of The Scribe","Ashes of the Wake"
"15501",2019-08-19 04:47:35,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15502",2019-08-18 19:25:35,"I Prevail","Stuck In Your Head","Lifelines"
"15503",2019-08-18 19:21:02,"Ice Nine Kills","Someone Like You","The Predator"
"15504",2019-08-18 19:17:13,"The Amity Affliction","All Fucked Up","This Could Be Heartbreak"
"15505",2019-08-18 19:13:25,"The Amity Affliction","Pittsburgh - No Intro","Let The Ocean Take Me"
"15506",2019-08-18 19:09:56,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15507",2019-08-18 19:06:58,"Lamb of God","Desolation","Resolution"
"15508",2019-08-18 19:04:30,"Dark Tranquillity","Focus Shift","Fiction"
"15509",2019-08-18 19:00:34,"Dark Tranquillity","Misery's Crown","Fiction"
"15510",2019-08-18 18:57:57,"Dark Tranquillity","Focus Shift","Fiction"
"15511",2019-08-18 18:56:02,"Dark Tranquillity","Focus Shift","Fiction"
"15512",2019-08-18 18:51:50,"Dark Tranquillity","Misery's Crown","Fiction"
"15513",2019-08-18 18:46:52,"Dark Tranquillity","Icipher","Fiction"
"15514",2019-08-18 18:42:51,"Eskimo Callboy","Best Day","Best Day"
"15515",2019-08-18 18:39:23,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15516",2019-08-18 17:18:54,"DragonForce","When Dragons Rule - Remastered","Valley Of The Damned (2010 edition)"
"15517",2019-08-18 17:14:49,"All That Remains","Two Weeks","Overcome"
"15518",2019-08-18 17:11:03,"Gloryhammer","Rise of the Chaos Wizards","Space 1992: Rise of the Chaos Wizards"
"15519",2019-08-18 17:06:57,"Avenged Sevenfold","Beast and the Harlot","City Of Evil (PA Version)"
"15520",2019-08-18 17:06:45,"Powerwolf","Night of the Werewolves","Blood of the Saints"
"15521",2019-08-18 17:01:14,"Avenged Sevenfold","Beast and the Harlot","City Of Evil (PA Version)"
"15522",2019-08-18 16:52:28,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15523",2019-08-18 16:47:26,"DragonForce","Cry Thunder","Killer Elite"
"15524",2019-08-18 16:42:14,"Trivium","Strife","Vengeance Falls (Special Edition)"
"15525",2019-08-18 16:37:41,"Trivium","Until the World Goes Cold","Silence In the Snow (Special Edition)"
"15526",2019-08-18 16:31:48,"Trivium","The Sin and the Sentence","The Sin And The Sentence"
"15527",2019-08-18 16:13:44,"Trivium","Strife","Vengeance Falls (Special Edition)"
"15528",2019-08-18 16:12:30,"Trivium","Until the World Goes Cold","Silence In The Snow"
"15529",2019-08-18 16:07:09,"Trivium","Until the World Goes Cold","Silence In The Snow"
"15530",2019-08-18 15:48:19,"Trivium","The Heart From Your Hate","The Sin And The Sentence"
"15531",2019-08-18 15:44:18,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15532",2019-08-18 15:40:23,"Stratovarius","Hunting High and Low - Remastered 2016","Best Of"
"15533",2019-08-18 15:36:04,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15534",2019-08-18 15:36:03,"Eskimo Callboy","Best Day","Best Day"
"15535",2019-08-18 15:32:35,"Eskimo Callboy","Best Day - Radio Edit","Best Day"
"15536",2019-08-18 15:29:07,"Weezer","Pork and Beans","Weezer"
"15537",2019-08-18 15:23:32,"Tool","Sober","Undertow"
"15538",2019-08-18 15:15:40,"Tool","The Pot","10,000 Days"
"15539",2019-08-18 15:11:48,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15540",2019-08-18 15:07:29,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15541",2019-08-18 14:51:20,"Lamb of God","512","VII: Sturm Und Drang"
"15542",2019-08-18 14:47:10,"Lamb of God","Blood Of The Scribe","Ashes of the Wake"
"15543",2019-08-18 14:41:54,"KMFDM","Megalomaniac","Symbols"
"15544",2019-08-18 14:38:49,"Green Day","Know Your Enemy","21st Century Breakdown"
"15545",2019-08-18 14:35:56,"Green Day","American Idiot","American Idiot"
"15546",2019-08-18 14:30:36,"KDrew","Signals","Signals - EP"
"15547",2019-08-18 14:27:21,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15548",2019-08-18 14:24:08,"Dark Tranquillity","Focus Shift","Fiction"
"15549",2019-08-18 14:20:21,"Lamb of God","512","VII: Sturm Und Drang"
"15550",2019-08-18 14:16:09,"Lamb of God","Blood Of The Scribe","Ashes of the Wake"
"15551",2019-08-18 14:12:49,"Green Day","Know Your Enemy","21st Century Breakdown"
"15552",2019-08-18 14:07:53,"Green Day","American Idiot","American Idiot"
"15553",2019-08-18 14:05:07,"Bowling for Soup","Don't Be A Dick","Drunk Dynasty"
"15554",2019-08-18 13:50:05,"Tristam","Truth","Monstercat 010 - Conquest"
"15555",2019-08-18 13:46:48,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15556",2019-08-18 13:41:33,"Battle Beast","King For A Day","Bringer Of Pain"
"15557",2019-08-18 07:04:24,"Rita Ora","Anywhere","Phoenix (Deluxe)"
"15558",2019-08-18 06:57:38,"StoneBank","Ripped to Pieces","Ripped to Pieces"
"15559",2019-08-18 06:52:23,"Tristam","Truth","Truth"
"15560",2019-08-18 06:48:41,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15561",2019-08-18 06:24:46,"Rammstein","Deutschland",NA
"15562",2019-08-18 06:20:37,"Eskimo Callboy","Best Day",NA
"15563",2019-08-18 05:51:57,"Vicetone","Nevada","Nevada"
"15564",2019-08-18 05:51:45,"Tristam","Truth","Monstercat 010 - Conquest"
"15565",2019-08-18 05:48:28,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15566",2019-08-18 05:45:23,"KDrew","Signals","Signals - EP"
"15567",2019-08-18 05:42:41,"KDrew","Signals","Signals - EP"
"15568",2019-08-18 05:39:11,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15569",2019-08-18 05:39:07,"Breathe Carolina","Up All Night","Up All Night"
"15570",2019-08-18 05:13:25,"Vicetone","Angels (feat. Kat Nestel) - M35 Remix","Angels (feat. Kat Nestel) [M35 Remix]"
"15571",2019-08-18 05:09:56,"Breathe Carolina","Up All Night","Up All Night"
"15572",2019-08-18 05:06:12,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15573",2019-08-18 05:00:33,"Tristam","Truth","Monstercat 010 - Conquest"
"15574",2019-08-18 04:54:37,"KDrew","Signals","Signals - EP"
"15575",2019-08-18 04:54:25,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15576",2019-08-18 04:51:19,"KDrew","Signals","Signals - EP"
"15577",2019-08-18 04:48:15,"KDrew","Signals","Signals - EP"
"15578",2019-08-18 04:42:41,"Tool","Sober","Undertow"
"15579",2019-08-18 04:36:50,"Tool","Forty Six & 2","Ænima"
"15580",2019-08-18 04:30:42,"Tool","The Pot","10,000 Days"
"15581",2019-08-18 04:16:37,"Metallica","Master of Puppets","Master Of Puppets (Remastered)"
"15582",2019-08-18 04:10:39,"KDrew","Signals","Signals - EP"
"15583",2019-08-16 14:21:07,"KDrew","Signals","Signals - EP"
"15584",2019-08-16 14:16:42,"Rammstein","Deutschland","Deutschland"
"15585",2019-08-16 14:01:54,"Killswitch Engage","My Curse","As Daylight Dies (Special Edition)"
"15586",2019-08-16 13:58:01,"Slipknot","Duality","Vol. 3: The Subliminal Verses [Special Package]"
"15587",2019-08-16 13:54:01,"Dark Tranquillity","Focus Shift","Fiction"
"15588",2019-08-16 13:50:25,"Dark Tranquillity","Misery's Crown","Fiction"
"15589",2019-08-16 13:43:01,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"15590",2019-08-16 13:39:23,"Lamb of God","512","VII: Sturm Und Drang"
